ID;CIRCUIT;JOINT_E;JOINT_S;TOURNEE;POINTS;STAMP
6157;8530;7222;7221;2017_06_12 - LBRES_PLS_120617657;*16-692-36-690-56-647-95-753-134-738-172-831-211-764-249-804-288-712-327-767-366-718-405-829-444-822-483-878-522-907-560-925-599-816-638-865-677-802-716-920-756-929-795-1088-834-1033-872-1074-911-950-949-998-988-914-1027-1050-1066-1070-1104-1284-1143-1171-1160-1196-1177-1182;736509
6158;8531;7223;7222;2017_06_12 - LBRES_PLS_120617657;*16-806-31-809-46-787-76-811-106-783-135-810-165-792-194-834-224-827-254-883-284-884-313-910-342-911-372-937-402-891-431-907-461-875-491-904-521-883-550-937-580-935-609-1008-639-1028-668-1083-698-1053-727-1092-757-1023-768-1040-780-1046;736509
6159;8532;7224;7223;2021_15298;*17-687-36-750-56-721-96-879-136-890-175-1041-214-937-253-992-292-883-331-952-371-907-410-1056-450-1064-489-1203-529-1065-568-1094-608-991-647-1079-687-1032-726-1229-766-1239-805-1391-844-1210-862-1237-880-1245;17711768
6160;8533;7225;7224;2019_08_21 - WBRES_PMP_210819567;*16-719-31-746-46-739-77-775-108-740-138-768-169-732-200-754-231-726-261-758-292-746-323-794-354-801-384-851-415-848-445-880-476-832-507-852-538-809-568-832-599-814-630-856-661-830-691-904-722-874-753-911-784-817-814-895-845-865-856-861-868-886;737292
6161;8534;7226;7225;2017_06_12 - LBRES_PLS_120617657;*9-847-29-855-49-780-89-910-129-867-168-965-207-895-246-974-286-891-325-992-364-906-403-1041-442-1000-481-1121-521-1028-560-1089-599-1007-638-1093-678-1034-717-1201-756-1179-795-1311-834-1156-851-1194-868-1227;736509
6162;8535;7227;7226;2020_13951;*10-812-25-810-40-774-69-805-98-796-127-868-157-901-186-979-216-1000-245-1062-275-1028-304-1051-334-988-363-994-393-930-422-963-452-942-481-1010-511-1027-540-1135-570-1151-599-1218-629-1175-658-1185-687-1109-716-1113-746-1045-776-1072-806-1050-835-1139-865-1171-894-1309-924-1369-953-1454-983-1385-1012-1379-1042-1275-1071-1265-1100-1182-1129-1205-1159-1182-1188-1279-1218-1344-1247-1539-1277-1629-1305-1722-1334-1591-1347-1570-1361-1564;17698547
6163;8536;7228;7227;2017_06_12 - LBRES_PLS_120617657;*10-776-29-796-49-745-89-809-129-729-169-786-209-726-249-825-289-807-329-923-369-872-409-929-449-831-489-915-529-849-569-973-609-951-648-1080-688-1014-728-1068-768-942-808-1022-848-961-888-1101-928-1093-967-1255-1006-1149-1022-1206-1039-1225;736509
6164;8537;7229;7228;2017_06_12 - LBRES_PLS_120617657;*10-660-25-669-40-653-69-675-99-639-128-649-158-612-188-628-218-604-247-642-277-653-307-716-337-721-366-779-396-756-426-770-456-727-485-730-515-692-545-703-575-685-604-734-634-751-664-814-694-824-723-880-753-841-783-857-813-800-843-805-873-759-902-778-932-748-962-789-992-816-1021-910-1051-945-1080-1023-1110-986-1123-985-1137-985;736509
6165;8538;7230;7229;2017_06_12 - LBRES_PLS_120617657;*10-809-30-785-50-763-88-800-127-709-165-766-204-711-243-809-282-802-320-924-359-867-398-905-437-797-475-855-514-795-553-908-592-917-630-1081-669-1042-708-1036-747-862-785-981-824-884-862-1028-901-1041-941-1272-981-1184-997-1234-1013-1213;736509
6166;8539;7231;7230;2017_06_12 - LBRES_PLS_120617657;*10-644-25-643-40-634-70-658-100-628-130-644-160-610-190-637-220-621-250-658-280-664-310-703-340-705-370-746-400-737-430-761-460-740-490-700-520-671-550-736-580-712-610-761-640-762-670-816-700-814-730-867-760-861-790-885-820-833-850-834-880-777-910-801-940-782-970-847-1001-850-1030-926-1060-929-1072-972-1084-982;736509
6167;8540;7219;7232;2017_06_12 - LBPLD_RES_120617656;*10-689-30-682-50-653-91-709-132-697-173-784-215-762-257-821-299-760-340-748-382-660-423-726-464-703-506-808-548-813-590-899-632-836-673-883-714-848-755-872-797-831-838-942-880-963-922-1134-964-1095-981-1134-999-1141;736508
6168;8541;7232;7233;2017_06_12 - LBPLD_RES_120617656;*10-864-25-897-40-894-69-974-99-1000-128-1070-157-1061-187-1089-218-1034-247-1038-277-960-307-959-337-909-367-935-397-925-427-992-457-1022-486-1131-516-1180-546-1287-576-1272-605-1298-635-1241-664-1211-694-1101-724-1083-754-1018-783-1040-813-1029-842-1106-872-1141-902-1293-932-1367-962-1502-992-1490-1004-1517-1017-1512;736508
6169;8542;7233;7234;2017_06_12 - LBPLD_RES_120617656;*9-744-29-741-50-712-91-731-133-651-174-679-215-635-256-722-297-721-339-840-381-824-422-791-463-717-504-747-546-729-587-784-629-773-670-908-711-934-752-1037-794-936-835-940-877-822-918-856-959-816-1000-939-1042-986-1084-1196-1126-1144-1142-1164-1159-1158;736508
6170;8543;7234;7235;2017_06_12 - LBPLD_RES_120617656;*10-679-25-701-40-693-70-736-101-726-131-754-161-729-192-743-223-713-253-724-283-698-314-719-345-711-375-747-406-758-436-810-467-817-497-859-527-846-558-874-589-849-619-857-650-826-680-832-710-795-740-822-771-808-799-856-828-860-861-915-894-938-925-1007-956-995-968-1015-980-1019;736508
6171;8545;7236;7237;2019_13704;*16-708-31-697-46-678-75-684-105-643-135-644-165-614-194-624-224-633-253-661-283-671-312-734-342-748-371-814-401-804-430-838-460-806-489-807-519-751-548-732-578-693-607-695-637-687-666-718-696-757-725-816-755-869-784-938-813-947-826-965-840-985;17696216
6172;8546;7237;7238;2017_06_12 - LBPLD_RES_120617656;*10-737-30-760-50-724-89-772-128-707-166-746-205-699-244-768-283-755-321-843-360-816-398-880-437-820-475-858-514-791-552-855-591-829-629-933-668-916-706-995-745-938-783-988-822-906-860-951-899-902-937-995-976-995-1014-1110-1053-1065-1069-1117-1086-1130;736508
6173;8547;7238;7239;2017_06_12 - LBPLD_RES_120617656;*9-863-24-852-40-829-70-839-101-825-131-854-161-860-191-926-221-940-251-1020-281-1031-311-1084-341-1049-371-1048-401-984-430-977-460-929-490-943-521-926-551-976-581-989-611-1082-641-1114-671-1198-701-1205-730-1259-760-1219-790-1203-820-1116-850-1091-880-1020-910-1038-940-1025-970-1083-1000-1116-1030-1235-1060-1295-1090-1410-1120-1409-1132-1453-1145-1467;736508
6174;8548;7239;7240;2019_13704;*9-708-29-702-50-662-90-703-131-649-171-710-211-672-251-749-291-728-331-791-371-763-411-790-451-733-491-774-531-731-571-795-611-773-651-860-691-857-731-913-771-856-811-901-851-837-890-883-930-864-970-974-1010-1006-1050-1171-1090-1114-1108-1127-1126-1136;17696216
6175;8549;7240;7241;2017_06_12 - LBPLD_RES_120617656;*10-857-25-867-40-831-69-843-98-822-127-857-157-862-186-925-216-939-246-1005-277-1032-306-1082-336-1070-365-1076-395-1011-424-1013-454-932-483-959-513-920-542-966-572-961-601-1049-631-1077-660-1158-690-1189-719-1272-749-1245-778-1240-807-1163-836-1131-866-1044-896-1046-926-1008-955-1043-985-1046-1014-1147-1043-1177-1072-1304-1101-1338-1113-1398-1126-1465;736508
6176;8555;7235;7236;2017_06_12 - LBPLD_RES_120617656;*16-1596-18-1249-*21-988-29-1262-*38-1436-41-1105-*44-972-50-1131-56-1251-59-1360-*62-1369-65-1090-*68-946-76-1208-*85-1377-88-1071-*91-967-99-1197-*107-1377-110-1133-*113-937-121-1145-*130-1332-131-1299-133-990-143-1100-*154-1402-157-1114-*160-1020-168-1241-*177-1396-180-1228-*184-1106-191-1244-*199-1408-202-1239-*205-1121-208-1150-212-1221-215-1244-*218-1313-221-1087-*224-932-231-1082-*238-1291-240-1199-*242-1109-250-1337-*259-1561-261-1518-*264-1419-277-1597-291-1636-330-1832-369-1754-385-1766-402-1752;736508
6177;8556;7248;7231;2019_13752;*10-747-30-745-50-715-85-761-121-706-158-793-196-750-233-831-270-802-306-865-343-797-379-848-415-824-452-830-490-792-526-887-563-862-599-932-636-867-673-928-710-868-746-927-783-923-819-1094-856-1051-892-1134-929-1033-966-1116-1003-1053-1039-1155-1076-1097-1094-1174-1112-1199;17696533
6178;8557;7249;7248;2021_15298;*10-658-25-635-40-609-69-621-98-584-127-613-157-624-186-641-216-688-245-726-275-728-304-813-334-751-363-767-392-729-421-716-451-685-480-701-510-692-539-739-569-760-598-845-628-854-657-943-687-902-716-908-746-825-775-834-805-780-834-796-864-784-894-848-924-875-953-994-983-1042-1011-1109-1040-1048-1053-1038-1067-1031;17711768
6179;8558;7250;7249;2021_15298;*9-653-29-649-50-606-90-665-131-622-171-704-211-677-251-752-291-694-331-742-372-670-412-742-452-704-492-806-533-773-573-848-613-773-653-829-693-754-733-836-774-807-814-921-854-879-894-955-935-868-975-922-1015-839-1055-936-1095-913-1136-1039-1177-932-1217-997-1257-898-1297-1024-1337-956-1377-1037-1417-979-1457-1144-1498-1116-1515-1190-1533-1219;17711768
6180;8559;7251;7250;2017_07_03 - LBRES_PLS_30717694;*9-594-24-596-40-596-69-635-98-633-127-669-157-648-186-672-216-644-245-661-275-633-304-652-333-635-362-678-392-677-421-732-450-738-479-782-508-766-538-787-568-746-597-756-627-711-656-724-685-702-714-745-744-745-773-823-803-841-832-901-862-881-891-893-921-839-950-844-979-785-1008-801-1038-772-1067-823-1096-837-1125-934-1154-978-1184-1059-1214-1007-1226-1037-1238-1029;736540
6181;8560;7252;7251;2017_06_12 - LBRES_PLS_120617657;*16-955-36-946-56-879-97-941-138-850-179-944-220-907-260-1061-301-1005-342-1092-383-984-423-1040-464-938-505-1056-546-1033-587-1225-628-1151-644-1195-661-1226;736509
6182;8562;7254;7253;2017_06_12 - LBRES_PLS_120617657;*16-1146-36-1177-56-1123-99-1152-143-976-187-1011-231-911-275-1083-320-1126-364-1396-409-1247-426-1266-443-1260;736509
6183;8563;7255;7254;2017_06_12 - LBRES_PLS_120617657;*10-709-25-698-40-688-69-723-99-724-128-783-158-787-188-846-218-831-247-852-277-803-304-810-331-789-363-780-395-768-424-813-454-822-483-894-513-910-542-985-572-971-601-987-631-916-661-912-691-855-720-876-749-853-779-919-809-937-838-1044-868-1069-898-1157-928-1129-958-1140-988-1035-999-1061-1010-1036;736509
6184;8564;7256;7255;2017_06_12 - LBRES_PLS_120617657;*10-760-30-754-50-731-90-832-131-787-171-857-212-771-252-830-293-762-333-854-374-825-415-968-456-921-496-970-537-862-577-915-618-840-658-966-699-958-739-1135-780-1066-821-1107-862-966-902-1024-943-946-983-1107-1024-1128-1064-1363-1104-1246-1120-1287-1136-1279;736509
6185;8565;7257;7256;2017_06_12 - LBRES_PLS_120617657;*10-651-25-657-40-640-70-666-101-638-132-656-164-629-194-658-225-646-255-691-286-692-316-732-347-722-377-757-408-737-439-766-470-727-501-745-532-715-563-741-594-733-625-786-656-784-687-841-718-825-749-875-780-843-811-881-842-826-872-842-903-791-934-847-965-838-996-906-1027-916-1057-974-1087-952-1098-991-1109-1011;736509
6186;8571;7253;7252;2017_06_12 - LBRES_PLS_120617657;*16-1090-31-1113-46-1122-76-1263-106-1347-137-1521-168-1592-184-1573-*201-1389-209-1337-*217-1424-220-1185-*223-706-226-812-230-994-233-1166-*236-1235-239-1090-*243-996-249-1217-*255-1398-258-1269-*261-1066-269-1223-*277-1366-280-1163-*283-1042-287-1082-292-1142-296-1187-*300-1363-303-1124-*306-948-315-1118-*324-1301-327-1016-*330-920-337-1050-*345-1247-349-1130-354-837-362-1048-*371-1240-374-1023-*377-855-381-965-*385-1069-389-1169-*394-1264-397-1007-*400-875-408-1066-416-1226-419-1056-*423-944-433-1207-*444-1630-461-1636-478-1621-509-1661-540-1524-552-1542-564-1537;736509
6187;8572;7241;7266;2017_06_12 - LBPLD_RES_120617656;*10-858-30-862-50-824-89-887-128-850-167-951-206-929-245-1042-284-986-323-1016-362-930-401-990-440-928-479-1017-518-1001-557-1147-596-1141-635-1222-674-1089-691-1121-708-1126;736508
6188;8574;7267;7268;2017_06_12 - LBPLD_RES_120617656;*16-760-36-764-56-720-95-749-135-681-174-722-214-683-254-772-294-772-333-873-373-833-413-868-453-780-492-815-532-751-572-829-612-815-651-946-691-949-731-1030-771-923-811-935-851-835-890-886-930-852-970-993-1010-1025-1050-1196-1090-1091-1107-1149-1124-1135;736508
6189;8575;7268;7269;2017_06_12 - LBPLD_RES_120617656;*10-913-25-919-40-897-69-898-99-852-128-847-158-817-188-836-218-816-248-858-278-808-307-912-337-925-366-971-396-958-426-1033-456-971-485-981-514-956-544-958-574-909-603-935-633-918-663-985-693-988-722-1066-752-1076-781-1136-811-1160-841-1214-871-1147-900-1196-930-1118-959-1114-989-1055-1018-1083-1048-1058-1078-1133-1108-1150-1137-1294-1167-1359-1195-1454-1224-1447-1236-1472-1249-1514;736508
6190;8576;7269;7270;2017_06_12 - LBPLD_RES_120617656;*10-763-30-755-50-710-87-721-124-660-162-698-200-671-238-751-277-762-316-857-355-825-393-847-432-748-471-783-510-708-548-797-587-801-626-928-665-940-703-1011-742-910-780-921-819-823-857-872-896-843-934-977-973-1020-1012-1185-1052-1113-1068-1136-1085-1120;736508
6191;8577;7270;7271;2017_06_12 - LBPLD_RES_120617656;*9-874-24-861-40-833-70-832-101-800-131-826-162-819-193-880-224-899-254-972-285-1000-315-1068-346-1075-376-1096-407-1028-437-1007-468-938-499-932-530-897-560-930-591-928-621-1000-652-1026-683-1131-714-1173-744-1268-774-1278-805-1284-836-1183-866-1151-897-1062-927-1055-958-1015-989-1053-1020-1065-1050-1155-1081-1198-1111-1327-1141-1376-1153-1435-1165-1496;736508
6192;8578;7271;7272;2020_14660;*10-650-29-646-49-626-87-696-125-689-165-762-205-721-244-754-284-683-323-710-363-655-402-706-442-703-482-740-522-758-562-799-602-717-641-759-681-707-720-757-760-719-800-844-841-821-880-923-919-858-959-906-1000-817-1039-836-1079-776-1118-965-1158-968-1200-1169-1242-1056-1258-1116-1274-1116;17705873
6193;8579;7272;7273;2017_06_12 - LBPLD_RES_120617656;*10-877-25-889-40-862-70-875-100-820-130-837-160-816-190-857-220-868-250-933-280-957-310-1034-341-1031-370-1082-400-1064-430-1062-461-1002-491-988-521-933-551-939-581-914-610-964-640-970-670-1061-700-1095-730-1191-761-1204-791-1260-822-1223-852-1210-882-1113-912-1079-943-1007-973-1027-1003-1025-1033-1093-1063-1121-1093-1239-1123-1304-1152-1416-1181-1420-1193-1469-1206-1489;736508
6194;8580;7273;7274;2017_06_12 - LBPLD_RES_120617656;*10-655-30-691-50-668-89-745-128-714-167-764-207-708-246-742-285-692-324-754-363-737-402-816-441-797-480-861-519-814-558-848-597-776-636-824-676-792-715-884-755-877-794-973-833-926-872-985-911-890-950-946-990-874-1029-965-1068-953-1107-1079-1146-1041-1164-1096-1182-1139;736508
6195;8581;7274;7275;2018_08_06 - LBPLD_RES_60818637;*9-769-24-680-40-670-70-672-100-667-130-703-161-723-191-765-222-809-252-867-282-863-312-890-343-871-373-883-404-842-434-831-464-795-495-796-526-786-556-831-586-835-616-903-647-939-677-1003-708-1022-738-1061-768-1008-798-1021-829-952-859-942-890-887-920-908-951-889-982-937-1013-949-1043-1034-1074-1090-1104-1166-1135-1182-1165-1224-1196-1200-1226-1172-1257-1098-1287-1060-1317-1004-1347-1001-1378-980-1408-1038-1439-1075-1469-1195-1499-1261-1529-1400-1560-1425-1574-1458-1588-1478;736918
6196;8582;7276;7257;2017_06_12 - LBRES_PLS_120617657;*16-920-36-902-56-838-99-913-143-862-186-994-229-967-272-1060-316-984-359-1037-402-937-445-1041-488-1020-531-1184-575-1117-591-1187-608-1220;736509
6197;8583;7277;7276;2017_06_12 - LBRES_PLS_120617657;*16-1205-31-1236-46-1233-78-1378-111-1424-143-1558-176-1522-181-1555-*187-1528-190-1154-*193-999-197-1193-*201-1335-203-1254-*206-1058-210-1145-*215-1344-218-1190-*221-1112-226-1207-*231-1359-234-1255-*237-1135-239-1119-241-1160-245-1132-*250-944-254-1018-*258-1207-260-1141-*262-1137-283-1518-305-1506-337-1630-369-1528-381-1555-393-1560;736509
6198;8584;7278;7277;2017_06_12 - LBRES_PLS_120617657;*17-1733-37-1767-57-1704-95-1829-133-1479-139-1354-*145-1496-148-1082-*152-854-155-1069-*158-1351-161-1184-*164-1114-168-1269-*172-1459-175-1241-*178-1157-182-1307-*187-1470-189-1372-*191-1208-199-1192-208-1262-215-1470-*223-1698-253-1870-284-1858-321-2065-358-1805-374-1861-390-1854;736509
6199;8585;7279;7278;2017_06_12 - LBRES_PLS_120617657;*10-722-25-723-40-693-70-751-100-743-129-796-159-792-188-840-218-817-248-843-278-807-307-827-337-794-367-830-397-814-426-859-456-854-485-911-515-917-544-971-573-960-602-980-632-931-661-948-690-908-720-935-750-923-779-970-809-968-839-1043-869-1047-898-1110-928-1086-958-1100-988-1032-998-1057-1009-1053;736509
6200;8586;7280;7279;2017_06_12 - LBRES_PLS_120617657;*9-720-29-724-50-725-89-795-128-742-167-806-206-756-245-813-285-770-324-846-364-820-403-906-443-858-482-931-521-877-560-940-600-877-639-957-678-920-718-1025-758-955-797-1054-836-986-875-1062-915-978-954-1076-994-1023-1032-1148-1071-1085-1087-1163-1103-1174;736509
6201;8587;7281;7280;2019_13752;*10-554-25-566-40-553-71-595-102-586-132-619-163-608-194-625-225-598-255-618-286-599-317-629-348-625-378-679-409-682-440-731-471-713-501-735-532-700-563-710-594-665-624-690-654-670-685-710-716-706-747-778-778-800-808-871-839-846-870-871-901-821-932-850-963-781-993-801-1024-780-1055-841-1086-845-1116-935-1147-996-1178-1080-1209-1030-1222-1036-1236-1033;17696533
6202;8588;7282;7281;2017_07_17 - LBRES_PLS_170717733;*10-747-30-802-50-744-89-804-129-727-169-795-210-735-250-829-290-801-330-939-371-879-411-951-451-845-491-913-532-835-572-949-612-918-652-1069-693-1006-733-1068-773-955-813-1014-854-936-894-1068-934-1062-974-1252-1015-1167-1032-1208-1049-1209;736547
6203;8589;7283;7282;2021_15298;*13-872-26-884-40-859-70-881-101-851-131-855-162-842-192-834-222-825-252-909-282-901-312-982-342-972-372-1017-402-979-432-990-463-933-493-962-523-969-553-1046-584-989-614-994-645-1024-675-1034-705-1055-735-1106-766-1061-796-1057-826-1069-856-1042-887-1058-917-1194-947-1235-977-1318-1008-1242-1037-1279-1067-1223-1097-1238-1127-1182-1157-1211-1188-1178-1217-1258-1247-1283-1277-1397-1307-1454-1338-1480-1369-1441-1383-1422-1397-1465;17711770
6204;8590;7284;7283;2017_06_12 - LBRES_PLS_120617657;*10-720-30-740-50-706-89-815-128-771-167-830-207-742-245-797-284-727-323-820-362-799-400-918-439-874-477-936-516-842-555-897-594-827-633-936-672-918-711-1057-750-996-788-1056-827-951-866-1008-905-936-944-1057-983-1053-1021-1219-1060-1124-1077-1181-1095-1164;736509
6205;8591;7285;7284;2017_06_12 - LBRES_PLS_120617657;*9-679-24-674-40-658-69-676-98-660-127-674-156-653-185-679-215-670-244-708-274-701-303-739-333-731-362-769-391-758-420-779-450-749-479-762-508-738-537-766-567-759-596-799-626-799-655-841-684-829-713-885-742-875-771-910-801-871-830-881-860-843-889-872-919-855-948-913-977-913-1005-970-1034-960-1045-1002-1057-1030;736509
6206;8592;7286;7285;2017_06_12 - LBRES_PLS_120617657;*15-833-35-807-56-742-96-789-137-725-177-829-218-819-259-954-300-889-339-941-379-841-418-902-458-833-498-954-539-943-579-1090-619-1007-658-1064-698-959-738-1018-778-947-818-1079-858-1074-898-1259-938-1181-955-1232-972-1239;736509
6207;8593;7287;7286;2017_06_12 - LBRES_PLS_120617657;*10-710-25-715-40-716-71-766-102-777-132-823-162-814-192-839-223-783-254-797-285-760-315-788-346-770-376-814-407-815-437-885-468-903-499-973-530-960-560-971-591-910-621-910-652-860-682-883-713-858-744-921-775-929-804-1016-833-1044-864-1143-895-1134-925-1144-955-1051-966-1069-977-1050;736509
6208;8594;7275;7288;2019_13704;*10-828-30-826-50-789-90-876-131-875-172-1021-213-1023-254-1078-295-955-336-971-377-876-417-929-458-901-499-1064-540-1096-581-1279-623-1127-640-1159-657-1153;17696216
6209;8595;7288;7289;2017_06_12 - LBPLD_RES_120617656;*16-713-30-731-45-723-75-756-105-745-134-763-164-745-194-758-224-730-253-745-283-724-312-747-342-739-371-776-401-779-431-828-461-828-490-867-520-852-550-871-580-842-609-859-638-829-667-843-697-813-726-860-756-854-786-895-816-902-845-964-875-965-904-1017-934-992-946-1022-958-1016;736508
6210;8596;7289;7290;2017_06_12 - LBPLD_RES_120617656;*16-790-36-794-56-775-95-862-135-848-175-922-215-855-254-895-294-823-333-875-373-837-413-929-453-923-492-1038-532-992-572-1027-612-932-651-976-690-913-730-998-770-993-809-1138-849-1143-887-1232-925-1118-941-1155-957-1161;736508
6211;8597;7290;7291;2017_07_17 - LBPLD_RES_170717732;*16-607-31-626-46-624-75-668-105-678-135-719-165-697-194-721-224-687-254-686-284-647-313-651-343-628-373-649-403-648-432-697-462-705-491-766-521-788-551-848-581-849-610-866-640-812-669-790-699-736-728-731-758-703-788-728-818-737-847-779-876-819-905-880-934-933-946-901-958-957;736551
6212;8598;7291;7292;2017_06_12 - LBPLD_RES_120617656;*10-712-30-721-50-679-90-748-131-690-171-731-212-680-252-738-292-721-332-813-372-795-412-862-453-803-493-838-533-766-573-815-613-782-653-880-694-874-734-978-775-925-815-979-856-887-896-921-936-866-976-948-1016-953-1058-1084-1100-1050-1117-1086-1134-1108;736508
6213;8599;7292;7293;2017_06_12 - LBPLD_RES_120617656;*10-821-25-844-40-831-69-892-99-904-128-979-157-993-187-1065-217-1052-246-1071-275-1005-304-993-334-940-363-940-392-917-421-950-451-960-480-1029-509-1051-538-1137-567-1160-596-1250-626-1262-655-1271-685-1193-714-1152-744-1062-773-1061-802-1022-831-1059-861-1069-890-1147-919-1186-948-1290-978-1342-988-1385-999-1432;736508
